Region,Date,Title,Summary
Americas,17 Jan 2019,Ten threats to global health in 2019,"The world is facing multiple health challenges. These range from outbreaks of vaccine-preventable diseases like measles and diphtheria, increasing reports of drug-resistant pathogens, growing rates of obesity and physical inactivity to the  health impacts of environmental pollution and climate change and multiple humanitarian crises. …"
Americas,7 Jan 2019,PAHO issues new guide for diagnosis and treatment of Chagas disease,"Washington, D.C., 7 January 2019 (PAHO) – Some 65 million people living in 21 endemic countries of the Americas are at risk of contracting Chagas disease, a parasitic infection that claims some 12,000 lives in the region every…"
Americas,21 Dec 2018,Timeline - 2018 in review: timeline of the year’s top health stories from the Americas,"Washington, D.C., 21 December 2018 (PAHO/WHO) — From the re-establishment of endemic measles transmission in Venezuela to the elimination of malaria in Paraguay, the news headlines in the Americas in 2018 reflected both setbacks and progress in public health. Throughout 2018, the Pan American Health Organization (PAHO) worked with its member…"
Americas,20 Dec 2018,5 tips for a healthy diet this New Year,"Whatever your New Year’s Resolution, a healthy and balanced diet will provide many benefits into 2019 and beyond. What we eat and drink can affect our body’s ability to fight infections, as well as how likely we are to develop health problems later in life, including obesity, heart disease, diabetes and different types of cancer.  The exact…"
Americas,30 Nov 2018,PAHO and Ministers of Health from the Americas identified a series of actions that seek to improve the health of migrants in the Region,"Washington, DC, 30 November 2018 (OPS/OMS)- Ministers of Health from the Americas and the Secretariat of the Pan American Health Organization (PAHO) yesterday identified a series of actions that seek to improve the response of health systems to the mass migration that is occurring in the Region. In a meeting convened at PAHO’s headquarters,…"
Americas,30 Nov 2018,PAHO urges testing as the first step towards preventing HIV and halting the AIDS epidemic,"Knowing HIV status is vital to accessing prevention, treatment, ensuring follow-up, protecting future partners and avoiding new HIV infections. 1 in 4 people with the virus in Latin America and the Caribbean do not know they have it. Washington D.C., November 30 2018 (PAHO/WHO) – The Pan American Health Organization/World Health Organization…"
Americas,26 Nov 2018,"Countries in the Americas commit to continuing to collaborate in strengthening regulatory systems to ensure safe, effective and quality medicines","Washington, D.C., November 26 2018 (PAHO/WHO) – While progress in the Region of the Americas has been made over the past 20 years to harmonize national regulatory systems in order to ensure access to safe, effective and quality medicines, more must be done for well-functioning health systems that want to achieve Universal Health. This was one of…"
Americas,19 Nov 2018,WHO and partners launch new country-led response to put stalled malaria control efforts back on track,"19 November, 2018 ¦ MAPUTO/GENEVA - Reductions in malaria cases have stalled after several years of decline globally, according to the new World malaria report 2018. To get the reduction in malaria deaths and disease back on track, the World Health Organization (WHO) and partners are joining a new country-led response, launched…"
Americas,19 Nov 2018,Mobile application to facilitate introduction of a pill to prevent new cases of HIV in Latin America,"The App provides clinical professionals, counselors, pharmacists, HIV testing providers, and current or potential users of pre-exposure prophylaxis with key information. Guatemala, 19 November 2018 (PAHO/WHO)- A mobile application developed in Spanish by the Pan American Health Organization/ World Health Organization (PAHO/WHO) and Jhpiego, an…"
Americas,16 Nov 2018,New PAHO manual guides management of antimicrobial resistance in the Americas,"Washington, D.C., November 16, 2018 (PAHO / WHO) — A new manual launched by the Pan American Health Organization/World Health Organization (PAHO/WHO) and the Robert Stempel College of Public Health and Social Work, Florida International University (FIU) calls on countries in the Americas to set up programs to optimize the use of…"
Americas,9 Nov 2018,Senior citizens in Guatemala take control of their health,"Guatemala, 9 November 2018 (PAHO/WHO)—Don Manuel Cac is 75 years old and has begun to pay more attention to his health since graduating from the “Take control of your health” program, which aims to promote self-care among Guatemala’s elderly population living with noncommunicable diseases. “I really enjoyed the training. I didn’t miss any of the…"
Americas,6 Nov 2018,"Projects from Brazil, Paraguay and Suriname receive the 2018 PAHO Malaria Champions Award","Washington, D.C., 6 November 2018 (PAHO / WHO) — Malaria control programs in Brazil, Paraguay and Suriname have received the Malaria Champions of the Americas  award, given out each year by the Pan American Health Organization (PAHO) and its partners to initiatives that contribute to eliminating the disease in the region.…"
Americas,19 Oct 2018,Caribbean countries and territories are better prepared to keep imported measles from sparking outbreaks,"A recent PAHO-organized workshop trained 35 Caribbean health officers on how to respond rapidly and effectively to any imported cases of measles or rubella Washington, DC, October 19 2018 (PAHO/WHO) — It’s been more than 25 years since the Caribbean reported its last case of indigenous measles. But the risk of imported cases has persisted because…"
Americas,18 Oct 2018,Caribbean Ministers approve plan to prepare for the health impact of climate change on Small Island Developing States,"Third Global Conference on Health and Climate Change: Special Focus on Small Island Developing States, concluded on Wednesday with an Action Plan to be implemented in the Region Washington, D.C., October 18 2018 (PAHO / WHO) — Ministers from across the Region of the Caribbean have agreed on an Action Plan to ensure that the health of those living…"
